source_sheet,source_row_id,project_scope,language,source_layer,code_family,code,label_en,label_cn,keyword_original,keyword_translation_or_note,current_pipeline_status,reviewer,review_decision,keyword_final,notes,reviewed_at
Chinese,218,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,accommodation,Accommodation,住宿,客房,New broader keyword,new_candidate_not_yet_wired,Lynn,delete,,,2026-06-18
Chinese,219,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,accommodation,Accommodation,住宿,早餐,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,早餐,,2026-06-18
Chinese,220,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,accommodation,Accommodation,住宿,前台,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,前台,,2026-06-18
Chinese,221,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,accommodation,Accommodation,住宿,万豪,New broader keyword,new_candidate_not_yet_wired,Lynn,delete,,,2026-06-18
Chinese,222,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,accommodation,Accommodation,住宿,Marriott,New broader keyword,new_candidate_not_yet_wired,Lynn,delete,,,2026-06-18
Chinese,223,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,祭典,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,祭典,,2026-06-18
Chinese,224,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,烟花,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,烟花,,2026-06-18
Chinese,225,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,灯光秀,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,灯光秀,,2026-06-18
Chinese,226,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,季节限定,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,季节限定,,2026-06-18
Chinese,227,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,春天,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,春天,,2026-06-18
Chinese,228,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,夏天,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,夏天,,2026-06-18
Chinese,229,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,秋天,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,秋天,,2026-06-18
Chinese,230,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,冬天,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,冬天,,2026-06-18
Chinese,231,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,活动,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,活动,,2026-06-18
Chinese,232,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,seasonal_events,Seasonal Events,季節性活動,期间限定,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,期间限定,,2026-06-18
Chinese,233,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,好,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,好,,2026-06-18
Chinese,234,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,很好,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,很好,,2026-06-18
Chinese,235,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,超棒,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,超棒,,2026-06-18
Chinese,236,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,推荐,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,推荐,,2026-06-18
Chinese,237,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,值得,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,值得,,2026-06-18
Chinese,238,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,喜欢,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,喜欢,,2026-06-18
Chinese,239,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,美,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,美,,2026-06-18
Chinese,240,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,震撼,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,震撼,,2026-06-18
Chinese,241,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,舒服,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,舒服,,2026-06-18
Chinese,242,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,干净,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,干净,,2026-06-18
Chinese,243,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,好吃,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,好吃,,2026-06-18
Chinese,244,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,新鲜,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,新鲜,,2026-06-18
Chinese,245,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,治愈,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,治愈,,2026-06-18
Chinese,246,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,惊喜,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,惊喜,,2026-06-18
Chinese,247,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,positive_sentiment,Positive Sentiment,正面評價,满意,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,满意,,2026-06-18
Chinese,248,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,差,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,差,,2026-06-18
Chinese,249,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,失望,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,失望,,2026-06-18
Chinese,250,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,无聊,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,无聊,,2026-06-18
Chinese,251,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,贵,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,贵,,2026-06-18
Chinese,252,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,人多,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,人多,,2026-06-18
Chinese,253,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,拥挤,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,拥挤,,2026-06-18
Chinese,254,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,关门,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,关门,,2026-06-18
Chinese,255,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,不好找,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,不好找,,2026-06-18
Chinese,256,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,难去,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,难去,,2026-06-18
Chinese,257,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,不方便,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,不方便,,2026-06-18
Chinese,258,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,不值得,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,不值得,,2026-06-18
Chinese,259,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,踩雷,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,踩雷,,2026-06-18
Chinese,260,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,坑,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,坑,,2026-06-18
Chinese,261,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,negative_sentiment,Negative Sentiment,負面評價,一般,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,一般,,2026-06-18
Chinese,262,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,推荐,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,推荐,,2026-06-18
Chinese,263,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,必去,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,必去,,2026-06-18
Chinese,264,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,值得去,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,值得去,,2026-06-18
Chinese,265,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,还会再来,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,还会再来,,2026-06-18
Chinese,266,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,下次还来,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,下次还来,,2026-06-18
Chinese,267,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,不要错过,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,不要错过,,2026-06-18
Chinese,268,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,值得一看,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,值得一看,,2026-06-18
Chinese,269,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,sentiment,recommendation_intent,Recommendation / Intent,推薦/意向,一定要去,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,一定要去,,2026-06-18
